3ioi;Histo-blood group ABO system transferase
4l2f;Tankyrase-2
2g8n;Phenylethanolamine N-methyltransferase
4w9w;BMP-2-inducible protein kinase
4gfo;Non-receptor tyrosine-protein kinase TYK2
5djv;Farnesyl pyrophosphate synthase
5djp;Farnesyl pyrophosphate synthase
5djr;Farnesyl pyrophosphate synthase
5ia4;Ephrin type-A receptor 2
5ia1;Ephrin type-A receptor 2
3pbb;Glutaminyl-peptide cyclotransferase
4ufu;TANKYRASE-2
4hhz;Poly [ADP-ribose] polymerase 1
3fpd;Histone-lysine N-methyltransferase, H3 lysine-9 specific 5
4lts;Nicotinamide phosphoribosyltransferase
4n3r;Tankyrase-1
5ggl;Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1
2gvj;Nicotinamide phosphoribosyltransferase
3uh2;Tankyrase-1
3uh4;Tankyrase-1
4rad;Hypoxanthine-guanine phosphoribosyltransferase
2wu6;DUAL SPECIFICITY PROTEIN KINASE CLK3
1pkx;Bifunctional purine biosynthesis protein PURH
3og7;AKAP9-BRAF fusion protein
2f94;Farnesyl Diphosphate Synthase
3vo3;Vascular endothelial growth factor receptor 2
5bsk;Hypoxanthine-guanine phosphoribosyltransferase
4n1z;Farnesyl pyrophosphate synthase
4k4f;Tankyrase-1
4k4e;Tankyrase-1
4uxq;FIBROBLAST GROWTH FACTOR RECEPTOR 4
4ux4;TANKYRASE-2
4hmh;Tankyrase-2
5dsx;Histone-lysine N-methyltransferase, H3 lysine-79 specific
5g1p;CAD PROTEIN
5etj;Purine nucleoside phosphorylase
2rd6;Poly [ADP-ribose] polymerase 1
5lxp;Poly [ADP-ribose] polymerase 14
4l09;Tankyrase-2
4l0b;Tankyrase-2
4l0i;Tankyrase-2
4l0t;Tankyrase-2
4l0v;Tankyrase-2
4l0s;Tankyrase-2
2w1i;JAK2
2an5;Phenylethanolamine N-methyltransferase
3n46;FARNESYL PYROPHOSPHATE SYNTHASE
4l34;Tankyrase-2
1l5q;Glycogen phosphorylase, liver form
1l5r;glycogen phosphorylase, liver form
1p4r;Bifunctional purine biosynthesis protein PURH
1i00;THYMIDYLATE SYNTHASE
2aox;Histamine N-methyltransferase
2aov;Histamine N-methyltransferase
2aow;Histamine N-methyltransferase
2aou;Histamine N-methyltransferase
4l2x;Farnesyl pyrophosphate synthase
3v66;Squalene synthase
4btk;TAU-TUBULIN KINASE 1
5ak0;6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3
5akw;TANKYRASE-2
5aku;TANKYRASE-2
2vwy;EPHRIN TYPE-B RECEPTOR 4
2vwx;EPHRIN TYPE-B RECEPTOR 4
2vwz;EPHRIN TYPE-B RECEPTOR 4
4gs6;Tak1-Tab1 fusion protein
3sr4;Histone-lysine N-methyltransferase, H3 lysine-79 specific
3ocb;v-akt murine thymoma viral oncogene homolog 1 (AKT1)
3gus;Glutathione S-transferase P
1l7x;Glycogen phosphorylase, liver form
4l4l;Nicotinamide phosphoribosyltransferase
4l4m;Nicotinamide phosphoribosyltransferase
4bj9;TANKYRASE-2
3v0p;Histo-blood group ABO system transferase
4bjb;TANKYRASE-2
4bjc;TANKYRASE-2
3fhb;Poly [ADP-ribose] polymerase 3
5aix;HEMATOPOIETIC PROSTAGLANDIN D SYNTHASE
5aiv;HEMATOPOIETIC PROSTAGLANDIN D SYNTHASE
5kcv;RAC-alpha serine/threonine-protein kinase
2a14;indolethylamine N-methyltransferase
5emm;Protein arginine N-methyltransferase 5
5eml;Protein arginine N-methyltransferase 5
5emk;Protein arginine N-methyltransferase 5
3hb8;Thymidylate synthase
5lyh;Poly [ADP-ribose] polymerase 14
4wuy;N-lysine methyltransferase SMYD2
1hnn;PHENYLETHANOLAMINE N-METHYLTRANSFERASE
3kcf;TGF-beta receptor type-1
1t46;Homo sapiens v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog
4l6q;Rho-associated protein kinase 2
1gsf;GLUTATHIONE TRANSFERASE A1-1
2oj9;Insulin-like growth factor 1 receptor precursor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD221 antigen)
1v41;Purine nucleoside phosphorylase
4n9c;Nicotinamide phosphoribosyltransferase
4n9b;Nicotinamide phosphoribosyltransferase
4n9d;Nicotinamide phosphoribosyltransferase
1bwn;BRUTON'S TYROSINE KINASE
3dgq;Glutathione S-transferase P
3gjw;Poly [ADP-ribose] polymerase 1
4qxs;Farnesyl pyrophosphate synthase
3gn7;Poly [ADP-ribose] polymerase 1
5am7;FIBROBLAST GROWTH FACTOR RECEPTOR 1
5am6;FIBROBLAST GROWTH FACTOR RECEPTOR 1
2l84;CREB-binding protein
4uvw;TANKYRASE-2
4uvv;TANKYRASE-2
4uvu;TANKYRASE-2
4uvy;TANKYRASE-2
4uvx;TANKYRASE-2
4ew2;Trifunctional purine biosynthetic protein adenosine-3
4ew3;Trifunctional purine biosynthetic protein adenosine-3
3udd;Tankyrase-1
1yq7;Farnesyl pyrophosphate synthetase
4n9e;Nicotinamide phosphoribosyltransferase
3lw0;Insulin-like growth factor 1 receptor
4gg7;Hepatocyte growth factor receptor
4hyf;Tankyrase-2
3wcl;Squalene synthase
3wci;Squalene synthase
3wch;Squalene synthase
4o1d;Nicotinamide phosphoribosyltransferase
3wcf;Squalene synthase
4o1b;Nicotinamide phosphoribosyltransferase
4o10;Nicotinamide phosphoribosyltransferase
4o12;Nicotinamide phosphoribosyltransferase
4o13;Nicotinamide phosphoribosyltransferase
4xyf;Hepatocyte growth factor receptor
4m7b;Tankyrase-2
5ais;HEMATOPOIETIC PROSTAGLANDIN D SYNTHASE
5acb;CYCLIN-K
3b2t;Fibroblast growth factor receptor 2
2p4i;Angiopoietin-1 receptor
3s2a;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
3ff6;Acetyl-CoA carboxylase 2
2opb;Phenylethanolamine N-methyltransferase
3bz3;Focal adhesion kinase 1
5egs;Protein arginine N-methyltransferase 6
1py5;TGF-beta receptor type I
3n5j;FARNESYL PYROPHOSPHATE SYNTHASE
4kc4;Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase
2f9k;Farnesyl Diphosphate Synthase
4rac;Hypoxanthine-guanine phosphoribosyltransferase
4rab;Hypoxanthine-guanine phosphoribosyltransferase
4rao;Hypoxanthine-guanine phosphoribosyltransferase
4ran;Hypoxanthine-guanine phosphoribosyltransferase
4raq;Hypoxanthine-guanine phosphoribosyltransferase
3od0;PRKG1 protein
2x7o;TGF-BETA RECEPTOR TYPE I
3mo5;Histone-lysine N-methyltransferase, H3 lysine-9 specific 5
4krs;Tankyrase-1
1q3d;GLYCOGEN SYNTHASE KINASE-3 BETA
4bb4;EPHRIN TYPE-B RECEPTOR 4
4azf;DYRK2 DUAL-SPECIFICITY TYROSINE-PHOSPHORYLATION REGULATED KINASE 2
4nvq;Histone-lysine N-methyltransferase EHMT2
1juj;THYMIDYLATE SYNTHASE
3hjo;Glutathione S-transferase P
3d94;Insulin-like growth factor 1 receptor beta chain
5emj;Protein arginine N-methyltransferase 5
4ynd;N-lysine methyltransferase SMYD2
4u0u;Adenosine monophosphate-protein transferase FICD
2yhy;BIFUNCTIONAL UDP-N-ACETYLGLUCOSAMINE 2-EPIMERASE/N-ACETYLMANNOSAMINE KINASE
4l33;Tankyrase-2
4xue;Catechol O-methyltransferase
4xuc;Catechol O-methyltransferase
3d1v;Purine nucleoside phosphorylase
3owk;CSNK2A1 protein
3owj;CSNK2A1 protein
3owl;CSNK2A1 protein
4yqv;Glutathione S-transferase omega-1
4yqu;Glutathione S-transferase omega-1
4yqm;Glutathione S-transferase omega-1
4abk;POLY [ADP-RIBOSE] POLYMERASE 14
2vf6;FARNESYL PYROPHOSPHATE SYNTHETASE
4dvi;Tankyrase-1
4u0i;Mast/stem cell growth factor receptor Kit,Mast/stem cell growth factor receptor Kit
4p5z;Ephrin type-A receptor 3
4f1q;Poly [ADP-ribose] polymerase 14
5ece;Tankyrase-1
5lsx;Histone-lysine N-methyltransferase SETD2
5lsy;Histone-lysine N-methyltransferase SETD2
4m6p;Nicotinamide phosphoribosyltransferase
4uhg;TANKYRASE-2
1uwh;B-RAF PROTO-ONCOGENE SERINE/THREONINE-PROTEIN KINASE
13gs;GLUTATHIONE S-TRANSFERASE
1wug;Histone acetyltransferase PCAF
4hw7;Macrophage colony-stimulating factor 1 receptor
3mwe;ATP-citrate synthase
2oo8;Angiopoietin-1 receptor
5aeh;TANKYRASE-2
5lss;Histone-lysine N-methyltransferase SETD2
1jqe;Histamine N-Methyltransferase
3kr8;Tankyrase-2
3kr0;Phenylethanolamine N-methyltransferase
3kr1;Phenylethanolamine N-methyltransferase
3kr2;Phenylethanolamine N-methyltransferase
2g71;Phenylethanolamine N-methyltransferase
4ga3;Farnesyl pyrophosphate synthase
4j3m;Tankyrase-2
4j3l;Tankyrase-2
3v0l;Histo-blood group ABO system transferase
1d6n;PROTEIN (HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE)
4m6q;Nicotinamide phosphoribosyltransferase
1uu8;3-PHOSPHOINOSITIDE DEPENDENT PROTEIN KINASE-1
3n3l;FARNESYL PYROPHOSPHATE SYNTHASE
3n1v;FARNESYL PYROPHOSPHATE SYNTHASE
3n1w;FARNESYL PYROPHOSPHATE SYNTHASE
4d2r;INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR
4eb8;Purine nucleoside phosphorylase
3qk0;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
4tjw;Tankyrase-2
4tju;Tankyrase-2
4tjy;Tankyrase-2
4pnr;Tankyrase-2
4pnt;Tankyrase-2
4pnn;Tankyrase-2
4pnm;Tankyrase-2
2jdo;RAC-BETA SERINE/THREONINE-PROTEIN KINASE
3kpv;Phenylethanolamine N-methyltransferase
3kpw;Phenylethanolamine N-methyltransferase
3kpu;Phenylethanolamine N-methyltransferase
5dgm;Farnesyl pyrophosphate synthase
3l3l;Poly [ADP-ribose] polymerase 1
4l6s;Poly [ADP-ribose] polymerase 1
3k8o;Purine nucleoside phosphorylase
3k8q;Purine nucleoside phosphorylase
4ryl;PRMT3 protein
1ezf;FARNESYL-DIPHOSPHATE FARNESYLTRANSFERASE
3u6j;Vascular endothelial growth factor receptor 2
3u6h;Hepatocyte growth factor receptor
3u6i;Hepatocyte growth factor receptor
4kzq;Tankyrase-2
4kzu;Tankyrase-2
4kzl;Tankyrase-2
1wum;Histone acetyltransferase PCAF
2oc9;Purine nucleoside phosphorylase
2oc4;Purine nucleoside phosphorylase
5ggk;Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1
5a46;FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FMS-RELATED TYROSINE KINASE 2, PFEIFFER SYNDROME), ISOFORM CRA_B
5ggn;Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1
2gss;GLUTATHIONE S-TRANSFERASE P1-1
2i1m;Macrophage colony-stimulating factor 1 receptor
4ufy;TANKYRASE-2
2zm3;Insulin-like growth factor 1 receptor
4h5e;Farnesyl pyrophosphate synthase
4h5d;Farnesyl pyrophosphate synthase
4h5c;Farnesyl pyrophosphate synthase
2y1x;HISTONE-ARGININE METHYLTRANSFERASE CARM1
4ge9;Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
4ge4;Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
4ge7;Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
3pb7;Glutaminyl-peptide cyclotransferase-like protein
4f1l;Poly [ADP-ribose] polymerase 14
3e01;Gag-Pol polyprotein
5arf;N-LYSINE METHYLTRANSFERASE SMYD2
5arg;N-LYSINE METHYLTRANSFERASE SMYD2
1em6;LIVER GLYCOGEN PHOSPHORYLASE
1exv;LIVER GLYCOGEN PHOSPHORYLASE
3q71;Poly [ADP-ribose] polymerase 14
4n4v;Tankyrase-1
4ijq;Hypoxanthine-guanine phosphoribosyltransferase
3iny;Purine nucleoside phosphorylase
4j21;Tankyrase-2
3qox;Histone-lysine N-methyltransferase
4kfp;Nicotinamide phosphoribosyltransferase
4pjt;Poly [ADP-ribose] polymerase 1
3c4h;Poly(ADP-ribose) polymerase 3
3c4f;Basic fibroblast growth factor receptor 1
4gg5;Hepatocyte growth factor receptor
3c49;Poly(ADP-ribose) polymerase 3
4bfp;TANKYRASE-2
4kc2;Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase soluble form
4kc1;Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase
2afx;Glutaminyl-peptide cyclotransferase
2afw;Glutaminyl-peptide cyclotransferase
5kjn;N-lysine methyltransferase SMYD2
5kjm;N-lysine methyltransferase SMYD2
5kjk;N-lysine methyltransferase SMYD2
3mo0;Histone-lysine N-methyltransferase, H3 lysine-9 specific 5
3mo2;Histone-lysine N-methyltransferase, H3 lysine-9 specific 5
1njs;Phosphoribosylglycinamide formyltransferase
3qar;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
3qaq;Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
5a00;POLY [ADP-RIBOSE] POLYMERASE 1
4ay6;UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N-ACETYLGLUCOSAMINYLTRANS FERASE 110 KDA SUBUNIT
4ay5;UDP-N-ACETYLGLUCOSAMINE--PEPTIDE N-ACETYLGLUCOSAMINYL TRANSFERASE 110 KDA SUBUNIT
4g2f;EPH receptor A3
4yk0;CREB-binding protein
1pwy;Purine nucleoside phosphorylase
5hi7;Histone-lysine N-methyltransferase SMYD3
4kww;Nicotinate-nucleotide pyrophosphorylase [carboxylating]
4bs4;TANKYRASE-2
4deg;Hepatocyte growth factor receptor
4dei;Hepatocyte growth factor receptor
4deh;Hepatocyte growth factor receptor
4dem;Farnesyl pyrophosphate synthase
4tki;Tankyrase-2
3pyy;V-abl Abelson murine leukemia viral oncogene homolog 1 isoform b variant
1rt9;Purine nucleoside phosphorylase
1yz3;Phenylethanolamine N-methyltransferase
1w1d;3-PHOSPHOINOSITIDE DEPENDENT PROTEIN KINASE-1
4nxu;Mitochondrial dynamic protein MID51
4gk2;EPH receptor A3
4gk3;EPH receptor A3
5ij7;Enhancer of Zeste Homolog 2 (EZH2),Histone-lysine N-methyltransferase EZH2
4hki;Tankyrase-2
4hkk;Tankyrase-2
4hkn;Tankyrase-2
2q80;Geranylgeranyl pyrophosphate synthetase
4v04;FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FMS-RELATED TYROSINE KINASE 2, PFEIFFER SYNDROME), ISOFORM CRA_B
3v5q;NT-3 growth factor receptor
4v01;FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FMS-RELATED TYROSINE KINASE 2, PFEIFFER SYNDROME), ISOFORM CRA_B
4zzy;POLY [ADP-RIBOSE] POLYMERASE 2
3krj;Macrophage colony-stimulating factor 1 receptor, Basic fibroblast growth factor receptor 1
4i9i;Tankyrase-1
4x61;Protein arginine N-methyltransferase 5
2g70;Phenylethanolamine N-methyltransferase
2g72;Phenylethanolamine N-methyltransferase
1bzy;HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE
1t5a;Pyruvate kinase, M2 isozyme
4ui8;TANKYRASE-2
5dry;Histone-lysine N-methyltransferase, H3 lysine-79 specific
5al4;TANKYRASE 2
5al5;TANKYRASE-2
5al2;TANKYRASE-2
4hj2;Glutathione S-transferase A1
5dt2;Histone-lysine N-methyltransferase, H3 lysine-79 specific
4l10;Tankyrase-2
5ajv;HUMAN PFKFB3
5ajw;6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3
3o23;Insulin-like growth factor 1 receptor
5ajx;6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3
5ajy;6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3
5ajz;6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3
2a4l;Homo sapiens cyclin-dependent kinase 2
2d06;Sulfotransferase 1A1
5dtm;Histone-lysine N-methyltransferase, H3 lysine-79 specific
1n7i;Phenylethanolamine N-methyltransferase
1n7j;Phenylethanolamine N-methyltransferase
5dtr;Histone-lysine N-methyltransferase, H3 lysine-79 specific
5dtq;Histone-lysine N-methyltransferase, H3 lysine-79 specific
3d4q;B-Raf proto-oncogene serine/threonine-protein kinase
2onb;Thymidylate synthetase
3i4b;Glycogen synthase kinase-3 beta
1s63;Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit
4l31;Tankyrase-2
4l32;Tankyrase-2
4nxv;Mitochondrial dynamic protein MID51
3vjc;Squalene synthase
2xvd;EPHRIN TYPE-B RECEPTOR 4
3gur;Glutathione S-transferase Mu 2
4msg;Tankyrase-1
2osc;Angiopoietin-1 receptor
4li7;Tankyrase-1
2vx0;EPHRIN TYPE-B RECEPTOR 4
2vx1;EPHRIN TYPE-B RECEPTOR 4
1uu3;3-PHOSPHOINOSITIDE DEPENDENT PROTEIN KINASE-1
2chw;PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT GAMMA ISOFORM
5eym;Dual specificity mitogen-activated protein kinase kinase 1
4jnm;Nicotinamide phosphoribosyltransferase
4yzc;Serine/threonine-protein kinase/endoribonuclease IRE1
3tzm;TGF-beta receptor type-1
4yz9;Serine/threonine-protein kinase/endoribonuclease IRE1
4gk4;EPH receptor A3
3h9k;Thymidylate synthase
3qqu;Insulin-like growth factor 1 receptor
5i5x;Branched-chain-amino-acid aminotransferase, mitochondrial
5dxt;Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
1k27;5'-Deoxy-5'-Methylthioadenosine Phosphorylase
3rw9;Spermidine synthase
4pml;Tankyrase-2
4hhy;Poly [ADP-ribose] polymerase 1
4rlp;p70S6K1
4mt9;Tankyrase-1
4jlg;Histone-lysine N-methyltransferase SETD7
2rcw;Poly [ADP-ribose] polymerase 1
4l7r;Poly [ADP-ribose] polymerase 3
4l7u;Poly [ADP-ribose] polymerase 3
1jqd;Histamine N-Methyltransferase
4l7l;Poly [ADP-ribose] polymerase 3
4l7o;Poly [ADP-ribose] polymerase 3
4l7n;Poly [ADP-ribose] polymerase 3
4l70;Poly [ADP-ribose] polymerase 3
3vfq;Poly [ADP-ribose] polymerase 14
1uk1;Poly [ADP-ribose] polymerase-1
1uk0;Poly [ADP-ribose] polymerase-1
4x63;Protein arginine N-methyltransferase 5
4x60;Protein arginine N-methyltransferase 5
5al3;TANKYRASE 2
5al1;TANKYRASE 2
4uw1;TANKYRASE-1
4p0x;Farnesyl pyrophosphate synthase
4p0v;Farnesyl pyrophosphate synthase
4p0w;Farnesyl pyrophosphate synthase
5g1n;CAD PROTEIN
3k5k;Histone-lysine N-methyltransferase, H3 lysine-9 specific 3
4wvl;Histone-lysine N-methyltransferase, H3 lysine-79 specific
4jr5;Nicotinamide phosphoribosyltransferase
3jdw;L-ARGININE\:GLYCINE AMIDINOTRANSFERASE
4xx9;3-phosphoinositide-dependent protein kinase 1
2hh5;Cathepsin S
2ydm;ANGIOTENSIN CONVERTING ENZYME
2r59;Leukotriene A-4 hydrolase
1re1;Caspase-3
2wey;CAMP AND CAMP-INHIBITED CGMP 3', 5'-CYCLIC PHOSPHODIESTERASE
4npv;Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B
5i94;Glutaminase kidney isoform, mitochondrial
4zo5;cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A
5i9i;Platelet-activating factor acetylhydrolase
3s5y;Alpha-galactosidase A
2iko;Renin
4c9x;7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE
1zp5;Neutrophil collagenase
2hhn;Cathepsin S
4uuq;MONOGLYCERIDE LIPASE
2ga2;Methionine aminopeptidase 2
1a4r;G25K GTP-BINDING PROTEIN
4hze;Arginase-2, mitochondrial
1au2;CATHEPSIN K
3k3h;High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A
3mz6;Histone deacetylase 8
3mz3;Histone deacetylase 8
4jpa;Collagenase 3
4ael;CAMP AND CAMP-INHIBITED CGMP 3', 5'-CYCLIC PHOSPHODIESTERASE 10A
4x0f;cAMP-specific 3',5'-cyclic phosphodiesterase 4B
4gj7;Renin
5iwg;Histone deacetylase 2
1mnc;NEUTROPHIL COLLAGENASE
1g7g;PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1
